"word" "RSA" "havg" "hstd"
cia -1 4.86 1.1068
circumstances -5 4.86 1.1068
cont 0 4.86 0.9478
cud -1 4.86 0.8574
diff -2 4.86 0.8809
divisions 1 4.86 1.4848
dus -1 4.86 1.125
echt -2 4.86 1.1782
elsewhere -5 4.86 0.9478
ft -2 4.86 0.7827
gonna 1 4.86 1.6164
haben -1 4.86 1.3704
hath 0 4.86 1.125
hong 2 4.86 0.9691
hr 0 4.86 1.143
ira -1 4.86 1.3999
ish 1 4.86 1.2779
ja 0 4.86 1.2938
jst -1 4.86 0.8332
knock 3 4.86 0.9478
le 0 4.86 0.8084
mah 1 4.86 0.926
mask 0 4.86 1.2456
mehr 0 4.86 1.1068
mijn 4 4.86 0.9037
missy 1 4.86 1.552
nadie -1 4.86 1.2456
nonetheless -1 4.86 1.0104
nu 2 4.86 0.8809
og 0 4.86 1.1782
oi 2 4.86 1.5388
oo 2 4.86 1.3554
ou 2 4.86 0.9691
rd -2 4.86 0.8084
recuerdo -4 4.86 1.1068
ridin 1 4.86 1.3554
sensitive -3 4.86 1.4144
seo -1 4.86 1.125
shapiro 1 4.86 1.0304
sm 0 4.86 0.7287
smoked 0 4.86 1.9589
sooooo 4 4.86 1.05
sr -2 4.86 1.1954
staring -3 4.86 1.2779
tellin 2 4.86 1.3095
tempted -3 4.86 1.7263
tract -5 4.86 1.2456
voor 0 4.86 0.5349
vor -1 4.86 1.0692
vt -2 4.86 1.5909
w -1 4.86 0.9478
were -4 4.86 1.143
wie -1 4.86 1.3704
ze -2 4.86 1.3403
toch 0 4.86 1.1694
askin 1 4.86 1.2416
cinta -1 4.86 1.3693
eminem 2 4.86 1.9685
geld -2 4.86 1.5943
ibid 0 4.86 1.3693
isn 1 4.86 0.9789
kane 0 4.86 1.1547
labour 0 4.86 1.8708
pienso 2 4.86 1.0801
soc -1 4.86 1.307
miedo 1 4.85 1.2026
tienes -2 4.85 1.1297
explicit 0 4.85 1.6013
abt -3 4.84 0.9765
administration 0 4.84 1.5696
amo 1 4.84 1.1669
an 0 4.84 0.8418
awhile 0 4.84 0.9553
b -1 4.84 1.2513
capitalist -2 4.84 2.3418
crawl -3 4.84 1.5954
dam -1 4.84 1.2349
dats -4 4.84 1.2513
decades -7 4.84 1.3756
dem -1 4.84 1.2014
desde -5 4.84 0.6809
di 0 4.84 1.2513
en 0 4.84 1.0568
est -3 4.84 1.0568
filed -1 4.84 1.1314
friedman -2 4.84 1.4619
hab -1 4.84 0.9337
harris -2 4.84 0.8889
hm 2 4.84 1.2014
hows 0 4.84 1.1843
ht 0 4.84 0.5481
investigating -3 4.84 1.1669
invisible 1 4.84 1.7066
jd 0 4.84 0.7918
ka 0 4.84 0.8657
ke 0 4.84 0.9971
keine 1 4.84 1.1132
lo 2 4.84 1.1132
maintenance -1 4.84 1.5954
mar -1 4.84 1.2349
mining 4 4.84 1.5434
mn 2 4.84 0.7656
nao 1 4.84 1.3149
need -2 4.84 1.4337
nt 0 4.84 0.6809
oh 2 4.84 1.0759
proc 0 4.84 1.0174
rates -5 4.84 1.1493
reagan -4 4.84 1.5301
sanders -5 4.84 1.2993
secret -6 4.84 1.6081
setup -1 4.84 1.4049
sharp -1 4.84 1.6946
sih 1 4.84 0.7103
sta -3 4.84 1.0759
t -1 4.84 0.7656
temp 0 4.84 1.4194
tooth 1 4.84 1.4194
vc -2 4.84 0.8657
vernon 0 4.84 1.2349
ward -4 4.84 1.1132
duele -1 4.84 1.0324
horns 1 4.84 1.9295
inevitably 0 4.84 1.5322
jeg -1 4.84 1.1609
kneel 1 4.84 1.3896
partial -1 4.84 1.3593
puedes -2 4.84 1.264
throwin 1 4.84 1.5988
zeg -3 4.84 1.0675
geen -2 4.83 1.4923
louder 0 4.83 1.5483
tutto -1 4.83 1.0785
tout 0 4.83 1.1096
temptation 0 4.83 1.9115
acho 0 4.82 0.7197
addenda -5 4.82 1.2403
altered -5 4.82 1.3506
ang -1 4.82 0.8734
att -3 4.82 1.1008
ayer -2 4.82 1.1192
beard -5 4.82 1.2887
cane -2 4.82 1.7922
cases -5 4.82 0.919
causing -1 4.82 1.1899
che -1 4.82 1.0821
col 1 4.82 0.9833
cum 1 4.82 2.0572
de -2 4.82 0.8497
deh -1 4.82 0.9409
demi 0 4.82 0.8734
doch 0 4.82 0.8003
duties -2 4.82 1.6866
eso -1 4.82 1.0821
examination 1 4.82 1.5211
exposure -2 4.82 1.5211
finna 1 4.82 1.0821
flipped 1 4.82 1.3354
gm 0 4.82 1.0821
hes -1 4.82 1.1192
hid 1 4.82 1.1192
hoje 2 4.82 1.0039
hood 2 4.82 1.2887
impact 0 4.82 1.32
israeli -1 4.82 1.746
lagi 0 4.82 0.919
ll 2 4.82 0.7475
mideast -3 4.82 1.5609
municipal 5 4.82 0.9833
must 0 4.82 1.4384
n 1 4.82 1.0821
ne 0 4.82 0.5602
ng 0 4.82 1.207
ot 0 4.82 1.1008
over -2 4.82 1.4803
pst -1 4.82 1.4097
quando 0 4.82 0.9624
ralph 1 4.82 1.4384
repeated -6 4.82 1.1726
rushing 1 4.82 1.4665
sellin 2 4.82 1.4525
sich 0 4.82 0.9409
smell 1 4.82 1.5477
ticking 1 4.82 1.5868
tt -2 4.82 1.207
udah 0 4.82 0.6908
vegan -3 4.82 1.7106
wah -1 4.82 1.8035
warum -1 4.82 1.3354
witness -3 4.82 1.3656
wut -1 4.82 1.1373
assumptions 1 4.82 1.7192
dawg -4 4.82 1.603
dro -1 4.82 1.2857
gaan -2 4.82 1.4815
nerve -3 4.82 1.4815
scheme -2 4.82 1.6668
sus -1 4.82 0.9932
vas -3 4.82 1.1845
vein 0 4.82 1.5367
werden -4 4.82 1.3177
otro 0 4.81 0.891
toda -2 4.81 1.299
detection -3 4.81 1.2792
advisory -2 4.8 1.1952
ak 0 4.8 0.9689
ao 0 4.8 0.8571
apa -1 4.8 0.7825
asap -2 4.8 1.5386
bankers -3 4.8 1.8626
bij 1 4.8 0.8806
bosnia 0 4.8 1.7023
cock 0 4.8 2
det -3 4.8 0.8806
dey -1 4.8 0.7559
didn 0 4.8 1.2454
eds -3 4.8 1.1066
el 0 4.8 1.1249
es -2 4.8 0.7825
eu 0 4.8 1.069
fa -2 4.8 0.8571
giuliani 4 4.8 1.7957
h 1 4.8 0.8806
johns 3 4.8 1.3851
judy 2 4.8 1.069
kan 1 4.8 1.1429
lautner -1 4.8 1.2617
lejos 1 4.8 1.1249
ltd -1 4.8 1.1066
lugar -1 4.8 1.3248
meetings -2 4.8 1.5386
mein 2 4.8 1.4142
mental 0 4.8 1.8183
naar -2 4.8 0.8081
nai 1 4.8 1.3851
nd 0 4.8 0.9476
nerd -2 4.8 1.8736
nom 3 4.8 1.3702
olvidar -1 4.8 1.178
orthodox 0 4.8 1.3553
pataki 0 4.8 1.2289
pe 0 4.8 0.7559
proceedings -3 4.8 1.3553
pussy 1 4.8 2.665
rehabilitation 0 4.8 1.8626
rep -1 4.8 1.5253
sachs -3 4.8 1.3851
slightly 2 4.8 0.8571
superintendent -2 4.8 1.3093
sur -1 4.8 1.178
versus -4 4.8 1.2289
wats -4 4.8 0.8571
wen -1 4.8 1.0498
what -2 4.8 0.7559
whos 0 4.8 0.6701
widespread -6 4.8 1.1429
yrs -1 4.8 1.1249
zonder -2 4.8 1.2936
petition 2 4.8 1.5778
gimmie 2 4.8 1.5809
jamais 0 4.8 1.4858
laat -2 4.8 1.1177
manos 1 4.8 1.2744
niets -1 4.8 1.3537
passive -3 4.8 1.7675
tous 0 4.8 1.1722
mase -2 4.79 1.1478
wij 1 4.79 0.9444
aja -1 4.78 0.9538
asi -1 4.78 1.0554
bc -2 4.78 0.8154
belly 1 4.78 1.4609
blizzard -4 4.78 2.0926
ce -2 4.78 0.8873
conditions 2 4.78 1.4748
confess -3 4.78 1.5687
dann 0 4.78 1.1657
des -3 4.78 1.2982
dha -1 4.78 1.1657
difference -6 4.78 1.183
em 0 4.78 1.148
ep 0 4.78 1.2002
essa -4 4.78 0.8873
exit -2 4.78 1.5687
fate -4 4.78 1.2664
fo 0 4.78 1.1657
funk 2 4.78 1.6199
gat -3 4.78 1.4609
gimme 1 4.78 1.2824
gli 1 4.78 0.975
israel -2 4.78 1.7296
je 0 4.78 1.0554
juss 0 4.78 0.6788
kein 2 4.78 0.9957
llorar 0 4.78 1.4327
meds -2 4.78 1.3746
military 2 4.78 1.753
mud 1 4.78 1.7761
nasdaq -4 4.78 1.5022
nos 1 4.78 0.9322
nur 1 4.78 1.0359
ohh 3 4.78 1.3445
pena 0 4.78 1.3138
r -1 4.78 1.0554
reserved -8 4.78 1.4039
reversed -8 4.78 1.4327
sigo 0 4.78 0.9322
sooo 2 4.78 1.5022
stakes -4 4.78 0.9538
suddenly 0 4.78 1.3138
though 2 4.78 1.0359
throwing 0 4.78 1.2337
tht -1 4.78 0.8154
ver -3 4.78 0.9538
wallace -3 4.78 1.3445
wel -1 4.78 0.6158
wieder -4 4.78 0.975
witnesses -5 4.78 1.4609
wud -1 4.78 1.2501
tijd 0 4.78 1.4757
unseen 0 4.78 1.2122
ahl 1 4.76 1.0412
aside -3 4.76 0.9161
bak -1 4.76 0.8935
board -3 4.76 1.5194
buat -2 4.76 0.8935
chilling 4 4.76 2.1812
cnt -1 4.76 0.7709
coz -1 4.76 1.0412
dat -3 4.76 1.2048
departure -5 4.76 1.5194
dolor 1 4.76 1.9226
economics 1 4.76 1.4223
else -2 4.76 0.8935
ese -3 4.76 1.0606
essay -3 4.76 1.6606
gas -3 4.76 1.6483
gd -2 4.76 0.8221
governors -3 4.76 1.546
kobe 0 4.76 1.7907
lately 0 4.76 1.6107
les -1 4.76 1.2048
management -2 4.76 1.4365
min 3 4.76 0.744
officials -1 4.76 1.3637
ought 1 4.76 1.2545
oughta 0 4.76 1.2867
pieces -2 4.76 1.2707
pig 1 4.76 2.105
por 1 4.76 1.0214
pulled 2 4.76 1.1528
quand -1 4.76 1.2867
repair -2 4.76 1.8245
report -2 4.76 1.3334
sa -2 4.76 0.9161
sans -2 4.76 1.2048
sho 1 4.76 1.1528
sinai 1 4.76 1.1528
somewhat -2 4.76 1.3334
spent -1 4.76 1.546
ta -2 4.76 1.1704
targets -7 4.76 1.4786
telerate -6 4.76 1.2382
tem -1 4.76 0.9161
th 0 4.76 0.9161
tha -1 4.76 1.0412
took 2 4.76 1.0214
trippin 3 4.76 1.802
tuh 1 4.76 1.1877
tupac -1 4.76 1.7792
weer -4 4.76 0.9161
weiss -3 4.76 1.4078
wenn 0 4.76 1.0012
whats -3 4.76 0.9806
wore -2 4.76 1.3637
woulda 0 4.76 1.2382
xd -2 4.76 1.135
af -2 4.76 1.182
coulda 0 4.76 1.3774
drift -3 4.76 1.4795
goed -2 4.76 1.011
ihr 1 4.76 1.0514
niente 0 4.76 1.5617
tek -1 4.76 1.4073
sword -3 4.75 1.8552
admit -1 4.74 1.2747
alley 1 4.74 1.192
authority 1 4.74 1.5884
colo 2 4.74 1.3524
corner -2 4.74 1.3524
dag -3 4.74 1.3219
dah -1 4.74 1.2423
dealers -5 4.74 1.4957
depending -1 4.74 1.5493
dow -1 4.74 1.1747
faz -3 4.74 0.6642
fml 1 4.74 1.2747
gona 0 4.74 1.0844
had -1 4.74 0.8762
heavily 1 4.74 1.1214
hook 4 4.74 1.1395
imma 2 4.74 1.1214
judgment 0 4.74 1.8385
licht 1 4.74 1.2747
load 0 4.74 1.0654
long 2 4.74 1.6637
mines 1 4.74 1.5493
minha 3 4.74 0.9858
muito 3 4.74 0.9216
myspace -1 4.74 1.8049
older -1 4.74 1.7821
operate -3 4.74 1.7001
otherwise -3 4.74 0.8283
policy 4 4.74 1.4401
pull 4 4.74 1.1747
quem 0 4.74 1.2747
res -3 4.74 1.0844
resist -4 4.74 1.6011
saber -5 4.74 1.6759
smaller -1 4.74 1.482
smh 1 4.74 0.7508
than 0 4.74 1.0461
trials -2 4.74 1.7239
yu 2 4.74 1.4682
zijn 2 4.74 0.6328
ci 0 4.73 1.1863
cling 1 4.73 1.4688
niemand 1 4.73 1.1863
possessed -5 4.73 1.9124
refrain -3 4.73 1.6555
thangs -2 4.73 1.5381
weg -3 4.73 1.2209
bwoy 0 4.73 1.5401
alien 1 4.72 1.6293
assume -2 4.72 1.1787
bent -2 4.72 1.5654
bestie -4 4.72 1.5524
citing 0 4.72 1.4434
claims 0 4.72 1.4434
condition 3 4.72 1.3407
ct -2 4.72 1.2784
d -1 4.72 0.9044
dealer -4 4.72 1.7961
depends -3 4.72 0.8816
e -1 4.72 0.9044
estas -5 4.72 1.0309
fits -2 4.72 1.7847
guessing -2 4.72 1.6293
huh 3 4.72 1.3856
loca 0 4.72 1.5391
medical -1 4.72 1.6041
meh 1 4.72 1.1256
melhor 2 4.72 1.3559
offset -4 4.72 1.1959
period 0 4.72 1.4291
pulmonary 5 4.72 1.3856
redman -2 4.72 1.4988
repeatedly -4 4.72 0.9485
ses -3 4.72 1.1959
surrounded -2 4.72 1.5524
tho 1 4.72 1.2461
umm 3 4.72 1.4988
underneath -2 4.72 1.2296
vai -1 4.72 0.8091
wake -2 4.72 1.6542
wird -2 4.72 1.1073
wk 0 4.72 0.9267
wo 0 4.72 1.2784
doesn -1 4.71 1.2247
ei 0 4.71 0.8898
induced -1 4.71 1.6457
interference -6 4.71 1.7321
komm 4 4.71 1.118
obligations 1 4.71 1.6073
perder -4 4.71 1.2583
pues 0 4.71 1.5811
tus -1 4.71 1.3693
voel 0 4.71 1.1291
boundaries -2 4.7 1.5592
affairs -5 4.7 1.594
almost 0 4.7 1.0351
boi 1 4.7 1.165
c -1 4.7 0.8391
chasing -1 4.7 1.374
corporate -3 4.7 1.5286
corps -1 4.7 1.4463
cos -1 4.7 0.7626
crossed -5 4.7 1.374
duty 0 4.7 1.2657
except -4 4.7 1.4033
excessive -7 4.7 1.7642
geef -4 4.7 1.2164
gue -1 4.7 0.9949
hella 1 4.7 1.5551
hound 3 4.7 1.5811
however -3 4.7 0.9742
inc 1 4.7 1.233
isso 0 4.7 1.0738
kno 3 4.7 0.8631
lawmakers -3 4.7 1.4604
legislative -3 4.7 1.5419
legislature -3 4.7 1.5286
loc 1 4.7 1.1112
los 1 4.7 1.1824
mau 1 4.7 0.9313
maybe -1 4.7 1.1112
mere -2 4.7 1.3132
nail 2 4.7 1.4321
neva -2 4.7 0.9949
nichts 0 4.7 1.1824
nuh 3 4.7 1.3887
nya 1 4.7 0.7354
payment 1 4.7 2.0025
pullin 6 4.7 1.4178
rocky 1 4.7 1.7291
sd -2 4.7 1.3132
senate -4 4.7 1.4178
ser -3 4.7 1.0926
serbian -3 4.7 1.3286
seriously 1 4.7 1.5551
slight 0 4.7 1.0546
striking 0 4.7 1.8763
tweeps -4 4.7 1.6568
wrk -1 4.7 1.5419
wth -1 4.7 1.0546
yet -1 4.7 0.789
frontin 1 4.69 1.5573
iets -2 4.69 1.1218
sind 0 4.69 1.2617
weh -1 4.69 1.2111
shakes -2 4.69 1.8237
uns 1 4.69 1.1878
zou 1 4.69 1.4754
pasar -3 4.68 1.0856
ab -2 4.68 1.3619
ba -2 4.68 1.2848
bodies -2 4.68 1.6218
borrowed -4 4.68 1.4348
clinical 2 4.68 1.3768
cross -3 4.68 1.7076
curb -2 4.68 1.2848
cuz -1 4.68 1.7195
deputy 0 4.68 1.3468
doen 0 4.68 0.9781
dun 1 4.68 1.3915
einen 1 4.68 1.1147
gibt -2 4.68 1.2362
har -1 4.68 1.3768
how 1 4.68 1.019
inevitable -2 4.68 1.3619
institutions 2 4.68 1.6835
islam 1 4.68 2.325
knives 0 4.68 2.0941
kono 4 4.68 1.1507
nem 1 4.68 1.0962
oldest -2 4.68 1.6468
op 2 4.68 0.7407
overcast -6 4.68 1.6591
pq 0 4.68 1.1683
qtr -3 4.68 1.1683
rapper -2 4.68 1.9737
requires -4 4.68 1.019
ruling 2 4.68 1.449
shady -1 4.68 1.7076
sodium 2 4.68 1.5043
spots -1 4.68 1.4061
threw -3 4.68 1.0583
uu 2 4.68 1.2196
wereld -4 4.68 1.1507
wht -1 4.68 1.3005
wir -1 4.68 1.3161
bg -2 4.67 0.9217
bump 2 4.67 1.4199
dein 0 4.67 1.1436
dependence -4 4.67 1.962
flesh -1 4.67 1.5598
hustle 0 4.67 1.688
immer 1 4.67 1.0486
nooit 3 4.67 1.4774
dicen -1 4.67 1.1361
tumble 0 4.67 1.7023
agora -3 4.66 1.6113
borrow -2 4.66 1.5729
drip 0 4.66 1.394
forms -1 4.66 1.3342
freakin -1 4.66 1.8584
ga -2 4.66 0.8715
hole 2 4.66 0.9607
if 0 4.66 0.8947
inquiry 3 4.66 1.3793
islamic 1 4.66 1.5201
iz 0 4.66 1.1886
minor 3 4.66 1.2554
nach 0 4.66 1.2875
nuttin 2 4.66 1.3793
odd -1 4.66 1.6489
pile 2 4.66 0.8947
punk 4 4.66 1.5201
quisiera -2 4.66 1.4086
ruff -2 4.66 1.6239
seu -1 4.66 1.1537
shorty 0 4.66 1.4654
strung -2 4.66 1.3342
ter -3 4.66 0.9392
theres -4 4.66 1.239
tua -1 4.66 1.1359
um 2 4.66 0.9172
v -1 4.66 1.3032
wanting -1 4.66 1.4792
yeltsin 1 4.66 1.0616
yur 1 4.66 1.3342
indirect -2 4.65 1.3927
rappin 2 4.65 1.91
raps -2 4.65 1.7387
stripped -2 4.65 1.9317
tire -2 4.65 1.4938
undone 2 4.65 1.2341
wolves -2 4.65 2.2781
mek 1 4.65 0.8377
crazy -3 4.64 2.2566
dry -1 4.64 1.2578
euch 0 4.64 1.1911
f -1 4.64 1.4675
freak -3 4.64 1.9247
freaky -2 4.64 1.9458
fucking 1 4.64 2.926
fuera -3 4.64 1.1563
ganz -2 4.64 1.3211
government -2 4.64 1.6383
heb -1 4.64 0.9424
hv 0 4.64 1.1386
ini 3 4.64 1.1205
kijk 4 4.64 1.2578
lbs -1 4.64 1.1021
left -2 4.64 1.4394
lust 0 4.64 2.038
muslim 4 4.64 1.6995
nj 2 4.64 1.0835
po 2 4.64 1.3056
pretend -3 4.64 1.2739
que -1 4.64 1.3962
slit 0 4.64 1.5086
soviet -2 4.64 1.3365
un 2 4.64 0.7217
yer -1 4.64 1.1205
compton 3 4.63 1.4244
fragments -5 4.63 1.5505
geht -2 4.63 1.318
stares -6 4.63 1.4957
stiff -3 4.63 1.6795
wasn -2 4.63 1.2697
zij 1 4.63 1.4676
altijd 0 4.62 1.3231
bull 2 4.62 1.3076
bureau -2 4.62 1.2919
dick 0 4.62 1.783
diet -2 4.62 1.7248
gasoline 0 4.62 1.4553
gov -1 4.62 1.4968
governments -3 4.62 1.701
gray -2 4.62 1.3384
holes 1 4.62 0.9666
holler 2 4.62 1.427
lease -3 4.62 1.2599
lebanon 1 4.62 1.3536
noone 3 4.62 1.3981
out 1 4.62 1.0476
palestinian 1 4.62 1.6022
past -2 4.62 1.6022
peasants -4 4.62 1.6149
pigs 0 4.62 2.0293
pressed -5 4.62 1.3076
serbs -5 4.62 1.3686
wid -1 4.62 1.0669
atomic 0 4.61 1.789
daze -4 4.61 1.4407
feds -4 4.61 2.1967
ib 0 4.61 1.3967
jij 3 4.61 1.1331
inspection 2 4.61 1.5506
dit -1 4.6 1.2839
bind 0 4.6 1.7843
bound 1 4.6 1.3553
bruh 0 4.6 1.1952
commercial 0 4.6 1.6162
dar -3 4.6 1.2122
differences -7 4.6 1.3997
fiscal -2 4.6 1.3553
flames -2 4.6 1.8736
half 0 4.6 1.0102
ik 2 4.6 0.9476
jg 0 4.6 1.069
later -3 4.6 1.3553
lemme 1 4.6 1.1249
li 2 4.6 1.1606
little 0 4.6 1.3401
mal 1 4.6 1.3702
nme 1 4.6 0.7825
nunca 1 4.6 1.0302
obligation 2 4.6 1.4142
pretax -4 4.6 1.4569
q -1 4.6 0.9689
recall -2 4.6 2.2768
sack -2 4.6 1.4983
shawty -2 4.6 1.7496
sticky 0 4.6 1.3248
tight -1 4.6 1.2454
trigger -5 4.6 1.9483
under -1 4.6 1.3093
used -2 4.6 1.4846
vs -2 4.6 0.833
was -3 4.6 0.8081
bark -2 4.59 1.8475
disguise -2 4.59 1.3832
gots -2 4.59 1.4849
och 1 4.59 1.0977
seldom 0 4.59 1.5187
dir -1 4.58 0.9416
tarde -5 4.58 1.4267
aan -1 4.58 1.3415
als -1 4.58 1.0897
although 2 4.58 1.3262
bgt -3 4.58 1.2469
busy 0 4.58 1.8305
cit -1 4.58 1.2137
congressional -1 4.58 1.7507
differ -4 4.58 1.3415
emo 1 4.58 1.3864
excuse -4 4.58 1.5265
fighter -3 4.58 1.6548
gtgt -4 4.58 1.4441
gunna 1 4.58 1.1968
hazy 0 4.58 1.4859
hit 1 4.58 1.808
insisted -2 4.58 1.3415
inspector -1 4.58 1.3107
institution 3 4.58 1.5791
jigga -1 4.58 1.3716
jurors 0 4.58 1.401
kom 3 4.58 1.2137
lls 1 4.58 1.4299
lock 2 4.58 1.012
police 2 4.58 1.8526
radical -3 4.58 1.6174
saudi -1 4.58 1.4299
senator -3 4.58 1.4299
stops -1 4.58 1.2137
whatever -6 4.58 0.9916
durch -1 4.57 1.472
unreal 0 4.57 1.6708
zal -1 4.57 1.1902
dose -2 4.56 1.5004
uit 1 4.56 1.3824
ads -3 4.56 1.8424
anymore 1 4.56 1.1634
auf -1 4.56 1.1457
blade -3 4.56 1.6183
blues -1 4.56 1.9811
bout 0 4.56 1.3273
boxing 0 4.56 1.8534
broker -2 4.56 1.567
bust -2 4.56 1.6433
crunk 1 4.56 1.728
gon 1 4.56 1.198
grey -2 4.56 1.6433
hoe 1 4.56 1.198
kuwait 0 4.56 1.6801
merely 0 4.56 1.1457
outta -1 4.56 1.1278
queda -3 4.56 1.1457
seh -1 4.56 1.5005
stoned -2 4.56 2.2054
yg 0 4.56 1.0529
separately -4 4.55 1.5147
uhh 3 4.55 1.2427
gaat -4 4.55 1.2912
appendix 0 4.54 1.237
arbitrary -5 4.54 1.5012
axe -3 4.54 1.8649
beneath -3 4.54 1.1287
bit -1 4.54 1.1287
blocks 0 4.54 1.4172
bom 1 4.54 1.4598
caused -4 4.54 0.9082
command 1 4.54 1.5806
conn 2 4.54 1.4316
conservative -6 4.54 1.9505
depois 0 4.54 1.3433
eh 0 4.54 1.1988
er -2 4.54 1.1104
gah -1 4.54 1.3734
gut -1 4.54 1.073
hw 0 4.54 1.1817
ima 1 4.54 1.2324
institutional 3 4.54 1.94
iv 0 4.54 1.6686
ludacris -2 4.54 1.7521
narrow -2 4.54 0.9941
oder -2 4.54 1.2651
pending 1 4.54 1.2651
pirate -2 4.54 2.2058
prolly 4 4.54 1.1988
regulation 0 4.54 1.4598
rs -2 4.54 1.4737
senators -4 4.54 1.7286
sheesh -2 4.54 1.5147
terms -3 4.54 1.0539
twisting -2 4.54 1.4028
urged -3 4.54 1.2969
chains 0 4.53 1.769
chloride 0 4.53 1.5425
waits -3 4.53 1.2433
blew -2 4.52 1.4741
clique 0 4.52 1.9085
crucial -1 4.52 1.5418
dependent -3 4.52 1.6066
former -2 4.52 1.432
gak -1 4.52 1.3285
hadn 0 4.52 1.1471
investigations -2 4.52 1.2974
leave -3 4.52 1.3285
muss 0 4.52 1.0736
omfg 0 4.52 2.0726
previously 2 4.52 1.3285
rule 0 4.52 1.5285
shud 0 4.52 1.1993
small 1 4.52 1.3589
und 1 4.52 1.1471
utterly -1 4.52 1.7052
weight -2 4.52 1.555
cocked -2 4.51 1.6971
daar -4 4.51 1.3559
pill 4 4.51 1.6473
ages -4 4.5 1.4604
arab -4 4.5 1.594
corporations 0 4.5 1.6194
disposed -2 4.5 1.7291
distance -4 4.5 1.3132
dong 0 4.5 1.3887
few -3 4.5 0.8864
govt -2 4.5 1.8654
nah 1 4.5 1.1294
outst -1 4.5 1.1473
palestinians 0 4.5 1.1995
prob 0 4.5 1.1112
randomly 2 4.5 1.1294
regulatory -2 4.5 1.488
reverse -7 4.5 1.1112
sangre -4 4.5 1.233
temporary -1 4.5 1.3439
goo 1 4.49 1.5859
couldn 2 4.49 1.7335
army 0 4.48 2.0126
blow 0 4.48 1.7407
bs -2 4.48 1.3285
despite -3 4.48 1.3438
dunno 3 4.48 1.2974
elections -1 4.48 1.5285
essays -4 4.48 1.787
grabbed -7 4.48 1.7052
heck 0 4.48 1.3886
hidden 0 4.48 1.432
issue -1 4.48 1.4032
lehman 2 4.48 1.313
ms 0 4.48 1.555
negroes -3 4.48 2.0428
nuthin 4 4.48 1.4741
snoop 3 4.48 1.7984
y 1 4.48 1.1648
ashes -3 4.47 1.959
commanded -1 4.47 1.5956
nerves -4 4.47 1.6968
spill 3 4.47 1.6845
craving -3 4.46 1.4598
crowds -4 4.46 1.8975
gats -4 4.46 1.6686
hammer 0 4.46 1.5414
kicks 1 4.46 1.5677
lecture -3 4.46 1.4316
neither -1 4.46 1.2811
ol 2 4.46 1.3433
plastic -1 4.46 1.2811
politics 2 4.46 1.7637
required -4 4.46 1.3734
rigid -1 4.46 1.6062
rumble 0 4.46 1.6563
scarcely -4 4.46 1.4028
short -1 4.46 1.1466
shorter -3 4.46 1.1643
shy 1 4.46 1.7404
skool 3 4.46 1.7867
thrown 0 4.46 1.1643
tossed -4 4.46 1.4875
tricky 0 4.46 1.5806
compelled 1 4.45 1.2758
infantry 0 4.45 2.0823
auch 0 4.44 1.1457
bail 0 4.44 1.7162
blank 1 4.44 0.8369
bottom 0 4.44 1.3273
busta -3 4.44 1.3874
cop 1 4.44 1.6922
correction -2 4.44 1.3118
errands -5 4.44 1.5407
ew -2 4.44 1.1095
gay -1 4.44 2.1774
gaza -4 4.44 1.3874
harder -4 4.44 1.473
haze -2 4.44 1.5539
liable 0 4.44 1.7398
push 2 4.44 1.473
rag -3 4.44 1.2643
require -3 4.44 1.3118
tank 0 4.44 1.6056
triste -4 4.44 1.5928
unusual 3 4.44 1.4868
wat -3 4.44 1.3118
weed -4 4.44 2.1011
glocks 0 4.44 1.5697
longing 3 4.43 1.6956
removal -1 4.43 1.472
behind 0 4.42 1.2137
below -1 4.42 1.2137
boa -1 4.42 1.7623
breaks -4 4.42 1.8305
commercials -1 4.42 1.8745
constraints -3 4.42 1.5919
controlling 3 4.42 2.0513
dum 1 4.42 1.5265
emotional 3 4.42 1.7623
hides -1 4.42 1.1082
knocked 1 4.42 1.1082
na 0 4.42 0.9278
nada -2 4.42 1.1265
niet 0 4.42 1.3864
notwithstanding -1 4.42 1.4441
recalled -4 4.42 1.7154
regulations -1 4.42 1.295
remains -1 4.42 1.4441
republican 0 4.42 1.9176
sem -1 4.42 1.2304
serious -1 4.42 1.4581
stumble -1 4.42 1.5791
treatment -5 4.42 1.5398
vietnam -1 4.42 1.9804
regime -2 4.42 1.7964
beats -5 4.4 1.9272
brokers -3 4.4 1.2936
controlled 0 4.4 1.7613
cus -1 4.4 1.3997
desert -6 4.4 1.8295
detroit -3 4.4 1.3553
fuk 1 4.4 1.7728
glock 1 4.4 1.8406
hearings -2 4.4 1.6537
lobbying 2 4.4 1.5908
morir 1 4.4 1.4142
muero 1 4.4 1.4142
nicht 1 4.4 1.1952
opposite 2 4.4 1.4142
shyt 0 4.4 1.4286
tied -2 4.4 1.3553
wouldn 2 4.4 1.4428
dich 0 4.4 1.1059
authorities -1 4.38 1.1586
chills 2 4.38 1.76
competitors -1 4.38 1.5635
economy 3 4.38 1.6646
effing -2 4.38 1.3981
far -3 4.38 1.817
frozen -2 4.38 1.5372
mortality 1 4.38 2.5546
plaintiff 1 4.38 1.3981
prices -2 4.38 1.6022
rarely -2 4.38 1.3686
rebel -3 4.38 1.6022
resistance -6 4.38 1.6274
slips 1 4.38 1.4693
tangled -3 4.38 1.6022
acids -3 4.38 1.9529
naive -1 4.37 1.9006
querer -4 4.37 1.4676
